1,594.55,12/10/22,22051237,2:50:06
2,594.72,12/10/22,22051237,2:50:36
3,594.89,12/10/22,22051237,2:53:06
4,595.79,12/10/22,22051237,2:53:37
5,595.95,12/10/22,22051237,2:54:06
6,596.11,12/10/22,22051237,2:56:37
7,596.94,12/10/22,22051237,2:57:05
8,597.09,12/10/22,22051237,2:57:35
9,597.25,12/10/22,22051237,2:58:06
10,597.42,12/10/22,22051237,2:58:35
11,597.56,12/10/22,22051237,2:59:07
12,597.73,12/10/22,22051237,2:59:35
13,613.64,12/10/22,22051237,3:53:07
14,615.75,12/10/22,22051237,3:53:36
15,615.89,12/10/22,22051237,3:54:06
16,616.06,12/10/22,22051237,3:54:36
17,616.22,12/10/22,22051237,3:55:06
18,616.40,12/10/22,22051237,3:55:35
19,616.56,12/10/22,22051237,3:56:07
20,616.74,12/10/22,22051237,3:56:35
21,616.89,12/10/22,22051237,3:57:07
22,617.08,12/10/22,22051237,3:57:35
23,617.24,12/10/22,22051237,3:58:05
24,617.41,12/10/22,22051237,3:58:37
25,617.58,12/10/22,22051237,3:59:04
26,617.72,12/10/22,22051237,3:59:37
27,633.77,12/10/22,22051237,4:50:07
28,634.01,12/10/22,22051237,4:50:36
29,634.23,12/10/22,22051237,4:51:07
30,634.43,12/10/22,22051237,4:51:37
31,634.60,12/10/22,22051237,4:52:06
32,634.77,12/10/22,22051237,4:52:37
33,634.91,12/10/22,22051237,4:53:07
34,635.05,12/10/22,22051237,4:53:35
35,635.17,12/10/22,22051237,4:54:06
36,635.31,12/10/22,22051237,4:54:35
37,635.43,12/10/22,22051237,4:55:07
38,635.58,12/10/22,22051237,4:55:37
39,635.74,12/10/22,22051237,4:56:06
40,635.92,12/10/22,22051237,4:56:35
41,636.12,12/10/22,22051237,4:57:05
42,636.31,12/10/22,22051237,4:57:36
43,636.52,12/10/22,22051237,4:58:07
44,636.76,12/10/22,22051237,4:58:34
45,636.95,12/10/22,22051237,4:59:08
46,637.21,12/10/22,22051237,4:59:35
47,655.57,12/10/22,22051237,5:50:06
48,655.75,12/10/22,22051237,5:50:37
49,655.94,12/10/22,22051237,5:51:05
50,656.10,12/10/22,22051237,5:51:36
51,656.46,12/10/22,22051237,5:52:37
52,656.68,12/10/22,22051237,5:53:05
53,656.85,12/10/22,22051237,5:53:35
54,657.05,12/10/22,22051237,5:54:05
55,657.29,12/10/22,22051237,5:54:36
56,657.54,12/10/22,22051237,5:55:06
57,657.79,12/10/22,22051237,5:55:36
58,658.05,12/10/22,22051237,5:56:05
59,658.27,12/10/22,22051237,5:56:35
60,658.49,12/10/22,22051237,5:57:07
61,658.94,12/10/22,22051237,5:58:05
62,659.14,12/10/22,22051237,5:58:36
63,659.53,12/10/22,22051237,5:59:37
64,679.18,12/10/22,22051237,6:50:06
65,679.41,12/10/22,22051237,6:50:35
66,679.62,12/10/22,22051237,6:51:05
67,679.83,12/10/22,22051237,6:51:36
68,680.03,12/10/22,22051237,6:52:06
69,680.20,12/10/22,22051237,6:52:36
70,680.37,12/10/22,22051237,6:53:06
71,680.55,12/10/22,22051237,6:53:36
72,680.74,12/10/22,22051237,6:54:04
73,680.91,12/10/22,22051237,6:54:35
74,681.08,12/10/22,22051237,6:55:05
75,681.26,12/10/22,22051237,6:55:35
76,681.44,12/10/22,22051237,6:56:05
77,681.62,12/10/22,22051237,6:56:36
78,681.81,12/10/22,22051237,6:57:05
79,681.99,12/10/22,22051237,6:57:36
80,682.19,12/10/22,22051237,6:58:06
81,682.38,12/10/22,22051237,6:58:35
82,682.56,12/10/22,22051237,6:59:05
83,682.72,12/10/22,22051237,6:59:34
84,699.97,12/10/22,22051237,7:50:04
85,700.14,12/10/22,22051237,7:50:36
86,700.36,12/10/22,22051237,7:51:06
87,700.55,12/10/22,22051237,7:51:37
88,700.76,12/10/22,22051237,7:52:06
89,700.95,12/10/22,22051237,7:52:37
90,701.15,12/10/22,22051237,7:53:06
91,701.35,12/10/22,22051237,7:53:37
92,701.58,12/10/22,22051237,7:54:06
93,701.78,12/10/22,22051237,7:54:35
94,701.98,12/10/22,22051237,7:55:07
95,702.20,12/10/22,22051237,7:55:34
96,702.37,12/10/22,22051237,7:56:06
97,702.57,12/10/22,22051237,7:56:34
98,702.72,12/10/22,22051237,7:57:08
99,702.90,12/10/22,22051237,7:57:38
100,703.07,12/10/22,22051237,7:58:05
101,703.25,12/10/22,22051237,7:58:37
102,703.46,12/10/22,22051237,7:59:05
103,703.64,12/10/22,22051237,7:59:36
104,723.64,12/10/22,22051237,8:50:06
105,723.76,12/10/22,22051237,8:50:36
106,723.93,12/10/22,22051237,8:51:06
107,724.09,12/10/22,22051237,8:51:35
108,724.23,12/10/22,22051237,8:52:07
109,724.39,12/10/22,22051237,8:52:36
110,724.54,12/10/22,22051237,8:53:06
111,724.71,12/10/22,22051237,8:53:36
112,724.90,12/10/22,22051237,8:54:05
113,725.08,12/10/22,22051237,8:54:36
114,725.40,12/10/22,22051237,8:55:36
115,725.56,12/10/22,22051237,8:56:06
116,725.70,12/10/22,22051237,8:56:36
117,725.84,12/10/22,22051237,8:57:05
118,725.99,12/10/22,22051237,8:57:38
119,726.16,12/10/22,22051237,8:58:05
120,726.34,12/10/22,22051237,8:58:35
121,726.73,12/10/22,22051237,8:59:35
122,743.65,12/10/22,22051237,9:50:06
123,743.84,12/10/22,22051237,9:50:36
124,744.02,12/10/22,22051237,9:51:04
125,744.15,12/10/22,22051237,9:51:36
126,744.31,12/10/22,22051237,9:52:05
127,744.45,12/10/22,22051237,9:52:36
128,744.59,12/10/22,22051237,9:53:06
129,744.72,12/10/22,22051237,9:53:35
130,744.85,12/10/22,22051237,9:54:05
131,744.96,12/10/22,22051237,9:54:36
132,745.08,12/10/22,22051237,9:55:07
133,745.20,12/10/22,22051237,9:55:36
134,745.33,12/10/22,22051237,9:56:05
135,745.49,12/10/22,22051237,9:56:37
136,745.66,12/10/22,22051237,9:57:06
